Cơm Chiên Anh Văn & Cơm Gà,"307 Tôn Đản,Quận Cẩm Lệ,Đà Nẵng",8.1,"Quán ăn-Tây Nguyên- Cặp đôi, Gia đình, Nhóm hội",10:30 - 13:30,20.000đ -30.000đ
Quán Chay Tình Thương,"207 Cách Mạng Tháng Tám,Quận Cẩm Lệ,Đà Nẵng",4.6,"Ăn chay-Tây Nguyên- Sinh viên, Gia đình, Nhóm hội",06:00 - 19:00,15.000đ -15.000đ
Cháo Dinh Dưỡng Bé Bo - Phạm Tứ,"129 Phạm Tứ, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",10.0,Quán ăn-Món Việt- Trẻ em-Chi nhánh,05:30 - 20:00,10.000đ -15.000đ
Quán Nhậu Chim Đồng - Xô Viết Nghệ Tĩnh,"1253 Xô Viết Nghệ Tĩnh,Quận Cẩm Lệ,Đà Nẵng",5.7,"Quán nhậu-Món Việt- Nhóm hội, Giới văn phòng",09:00 - 22:00,30.000đ -200.000đ
An Coffee,"53 - 55 Hòa An 19, P. Hòa An,Quận Cẩm Lệ,Đà Nẵng",8.1,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội",06:00 - 12:00,12.000đ -30.000đ
Chè Xà Vẵn - Ngọc Trâm,"321/17 Tôn Đản, P. Hòa An,Quận Cẩm Lệ,Đà Nẵng",10.0,Quán ăn,09:30 - 20:00,
Bún Đậu Simple & Korean Food,"158/4 Ông Ích Đường, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",7.5,"Café/Dessert-Món Việt- Cặp đôi, Nhóm hội-Chi nhánh",11:00 - 21:00,15.000đ -30.000đ
Phú Minh Lê - Trứng Gà Nướng - Shop Online,"62 Nguyễn Hiến Lê, P. Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng",7.5,"Shop Online-Món Miền Nam- Sinh viên, Gia đình, Giới văn phòng-Chi nhánh",07:00 - 22:00,6.000đ -6.000đ
Xôi Bà Chanh - Phong Bắc 12,"Đối Diện 27 Phong Bắc 12,Quận Cẩm Lệ,Đà Nẵng",9.1,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Nhóm hội, Giới văn phòng-Chi nhánh",06:00 - 22:00,15.000đ -57.000đ
Tâm Đức - Bún Riêu Cua Sài Gòn & Bún Bò Huế,"153 Lương Nhữ Hộc, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",5.1,"Quán ăn-Món Việt- Sinh viên, Cặp đôi, Gia đình, Giới văn phòng",05:30 - 21:00,17.000đ -35.000đ
Daily Life Coffee,"35 - 37 Lê Đại Hành, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",8.0,"Café/Dessert- Cặp đôi, Nhóm hội, Giới văn phòng",06:00 - 22:30,17.000đ -35.000đ
Diệp's Bakery - Shop Online,"26 Nguyễn Công Hoan, P. Hòa An,Quận Cẩm Lệ,Đà Nẵng",8.2,"Shop Online- Gia đình, Nhóm hội",11:00 - 17:00,5.000đ -20.000đ
Carrot - Coffee & Tea,"104 Trần Phước Thành, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",9.8,"Café/Dessert-Món Việt- Gia đình, Nhóm hội, Giới văn phòng",07:30 - 21:00,15.000đ -49.000đ
Mì Quảng Nam - Yên Thế,"77 Yên Thế, P. Hoà An,Quận Cẩm Lệ,Đà Nẵng",1.0,"Quán ăn-Món Việt- Sinh viên, Cặp đôi, Gia đình",06:00 - 13:00,20.000đ -20.000đ
Cơm Hồng Cường - Phạm Tứ,"200 Phạm Tứ, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",8.4,"Quán ăn-Món Việt- Cặp đôi, Gia đình, Nhóm hội-Chi nhánh",10:00 - 14:00,15.000đ -30.000đ
CoCo Food - Trà Sữa & Ăn Vặt,"84/8 Nguyễn Phong Sắc, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",8.4,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội",08:30 - 21:30,20.000đ -40.000đ
Eric Milktea,"78 Nguyễn Phong Sắc, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",9.0,"Café/Dessert-Món Việt- Sinh viên, Nhóm hội, Giới văn phòng",15:00 - 23:00,12.000đ -30.000đ
Làng Nướng Đất Quảng II,"71 - 73 Yên Thế, P. Hoà An,Quận Cẩm Lệ,Đà Nẵng",5.8,"Quán ăn-Món Việt- Sinh viên, Gia đình, Giới văn phòng",10:00 - 22:00,45.000đ -500.000đ
"Quán Nguyên - Mỳ Quảng & Bún Bò, Bún Mắm","1C Yên Thế, P. Hòa An,Quận Cẩm Lệ,Đà Nẵng",10.0,Quán ăn,15:00 - 21:00,20.000đ -35.000đ
Bún Thịt Nướng Cô Trâm,"66/7 Ông Ích Đường,Quận Cẩm Lệ,Đà Nẵng",9.2,"Quán ăn-Món Việt- Sinh viên, Cặp đôi, Gia đình",13:30 - 20:00,20.000đ -25.000đ
Cà Phê Trầm - 35 Lương Định Của,"35 Lương Định Của, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",8.5,"Café/Dessert-Món Việt- Sinh viên, Gia đình, Nhóm hội",06:00 - 18:00,8.000đ -20.000đ
Trân Trời Mới - Nguyễn Đình Tứ,"Ngã 4 Đinh Liệt, Nguyễn Đình Tứ, P. Hòa An,Quận Cẩm Lệ,Đà Nẵng",5.5,"Quán ăn,Quán nhậu-Món Việt- Sinh viên, Gia đình, Nhóm hội, Giới văn phòng",10:00 - 22:00,25.000đ -250.000đ
Bà Rơi - Bún Bò & Bánh Bèo - Nguyễn Hữu Thọ,"757 Nguyễn Hữu Thọ,Quận Cẩm Lệ,Đà Nẵng",4.0,"Quán ăn,Giao cơm văn phòng-Món Miền Trung- Sinh viên, Cặp đôi, Nhóm hội, Giới văn phòng, Khách du lịch, Trẻ em",06:00 - 10:00,
Sam - Đùi Gà Bó Xôi,"61 Nhơn Hòa 5,Quận Cẩm Lệ,Đà Nẵng",7.8,"Quán ăn-Món Miền Trung- Sinh viên, Gia đình, Nhóm hội",10:30 - 21:00,25.000đ -30.000đ
Bé Đẹp - Bánh Tráng Kẹp & Ăn Vặt - Trường Chinh,"24/7 Trường Chinh, P. Hoà An,Quận Cẩm Lệ,Đà Nẵng",7.5,Quán ăn,15:00 - 23:00,20.000đ -20.000đ
Cơm Tấm Sài Gòn Lan Phương - Vũ Lăng,"28 Vũ Lăng, P. Hòa Phát,Quận Cẩm Lệ,Đà Nẵng",5.0,Quán ăn,07:00 - 14:00,30.000đ -40.000đ
Mỳ Quảng Thuý Hằng,"90 Nguyễn Phước Tần, P. Hòa Thọ Động,Quận Cẩm Lệ,Đà Nẵng",9.7,"Quán ăn-Món Việt- Cặp đôi, Gia đình, Nhóm hội",06:00 - 21:00,
Tư Mập - Hải Sản Tươi Sống,"147 - 149 Xô Viết Nghệ Tĩnh, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",7.4,"Quán ăn-Món Việt- Gia đình, Nhóm hội, Khách du lịch-Chi nhánh",09:00 - 22:30,80.000đ -220.000đ
Kem Xôi & Kem Bơ - Phạm Tứ,"159 Phạm Tứ,Quận Cẩm Lệ,Đà Nẵng",9.0,"Café/Dessert-Món Việt- Sinh viên, Nhóm hội",09:00 - 22:00,10.000đ -18.000đ
Mì Quảng Bà Mua - Ông Ích Đường,"58 Ông Ích Đường, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",5.9,Quán ăn-Món Quảng- Gia đình,06:00 - 22:00,25.000đ -44.000đ
Bún Lành,"37 Lê Sát,Quận Cẩm Lệ,Đà Nẵng",7.2,"Quán ăn-Món Việt- Sinh viên, Gia đình",06:30 - 21:00,15.000đ -25.000đ
Nhà Quê - Gà 3 Món,"141 Nguyễn Đình Tứ, P. Hòa An,Quận Cẩm Lệ,Đà Nẵng",10.0,"Quán nhậu-Món Việt- Gia đình, Nhóm hội, Giới văn phòng",09:00 - 22:30,35.000đ -170.000đ
Nhà Hàng TAIYO - Sushi & BBQ,"269 Nguyễn Phước Lan, P. Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng",3.2,Quán ăn,10:00 - 14:00,15.000đ -600.000đ
Ann Food - Ẩm Thực Hà Nội,"17 Bình Thái 2, P. Hòa Thọ Đông,Quận Cẩm Lệ,Đà Nẵng",7.6,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội-Chi nhánh",09:00 - 22:00,8.000đ -30.000đ
High5 Coffee - Lê Đại Hành,"Ngã 3 Lê Đại Hành - Hà Tông Quyền, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",6.9,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội-Chi nhánh",06:30 - 22:00,15.000đ -30.000đ
White Horse's Coffee,"86 Bắc Sơn, P. Hòa An,Quận Cẩm Lệ,Đà Nẵng",7.9,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng",07:00 - 22:00,15.000đ -30.000đ
Cơm Huế & Xôi Huế 171 - Tố Hữu,"171 Tố Hữu,Quận Cẩm Lệ,Đà Nẵng",7.8,"Quán ăn-Món Việt- Sinh viên, Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng, Giới Manager, Khách du lịch, Trẻ em",06:00 - 22:00,20.000đ -185.000đ
Phở Hà Thành - Cách Mạng Tháng 8,"230 Cách Mạng Tháng 8, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",6.3,"Quán ăn-Hà Nội- Sinh viên, Gia đình, Giới văn phòng-Chi nhánh",06:00 - 12:00,35.000đ -45.000đ
Trà Sữa Ban Mai,"142 Trần Thủ Độ,Quận Cẩm Lệ,Đà Nẵng",8.3,"Café/Dessert-Món Việt- Sinh viên, Cặp đôi, Nhóm hội",08:00 - 22:00,15.000đ -35.000đ
Bún Bò Huế Ngọc Diệp - Nguyễn Phước Lan,"205 Nguyễn Phước Lan, P. Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng",7.0,Quán ăn,06:00 - 12:00,
Mến Lộc - Cháo Gà,"10 Hà Bồng, P. Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng",7.4,"Quán ăn-Món Việt- Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng",06:30 - 22:30,25.000đ -165.000đ
Eva Beer - Xô Viết Nghệ Tĩnh,"Ngã Ba Xô Viết Nghệ Tĩnh - Lý Nhân Tông, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",7.8,"Quán nhậu-Món Việt- Gia đình, Nhóm hội, Giới văn phòng",09:00 - 22:30,40.000đ -180.000đ
Bún Xương Trịnh Đình Thảo,"103 Hoàng Dư Khương, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",8.0,"Quán ăn-Món Miền Trung- Cặp đôi, Gia đình, Nhóm hội",06:00 - 10:00,35.000đ -35.000đ
Cá Viên Chiên Mắm Bebe,"42 Thanh Lương 10, P. Hoà Xuân,Quận Cẩm Lệ,Đà Nẵng",7.0,Ăn vặt/vỉa hè,08:00 - 22:00,15.000đ -45.000đ
Bánh Canh Chờ - Tố Hữu,"222 Tố Hữu,Quận Cẩm Lệ,Đà Nẵng",8.0,Quán ăn-Món Quảng- Gia đình,15:00 - 20:00,10.000đ -15.000đ
Bánh Canh Vịt Diên Sanh,"55 Phạm Thế Hiển, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",9.7,"Quán ăn-Món Việt- Cặp đôi, Gia đình, Nhóm hội",10:00 - 21:00,25.000đ -40.000đ
Mì Quảng Bà Năm,"36 Nguyễn Quý Đức,Quận Cẩm Lệ,Đà Nẵng",7.8,"Quán ăn-Món Việt- Sinh viên, Gia đình, Giới văn phòng",07:00 - 21:00,20.000đ -25.000đ
Pizza Khủng Long Mập - Ông Ích Đường,"84/1 Ông Ích Đường,Quận Cẩm Lệ,Đà Nẵng",7.9,"Quán ăn-Món Việt- Cặp đôi, Gia đình, Nhóm hội",16:00 - 22:00,15.000đ -80.000đ
Wings Coffee,"102 Lê Đại Hành, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",7.8,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng",07:00 - 22:00,17.000đ -40.000đ
Cô Phương - Bánh Cuốn Nóng & Ốp La,"550 Tôn Đản, P. Hoà Phát,Quận Cẩm Lệ,Đà Nẵng",2.4,"Quán ăn-Món Việt- Sinh viên, Cặp đôi",05:30 - 22:00,20.000đ -20.000đ
Bánh Căn - Tôn Đản,"33 Tôn Đản, P. Hòa An,Quận Cẩm Lệ,Đà Nẵng",8.0,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Gia đình, Nhóm hội, Giới văn phòng",06:00 - 11:00,10.000đ -15.000đ
Bò Khô Gia Truyền Quỳnh Như - Hà Hoa,"72 Nguyễn Dữ, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",8.2,"Ăn vặt/vỉa hè-Món Quảng- Gia đình, Khách du lịch",08:00 - 21:00,90.000đ -325.000đ
Quán Bụi - Nhậu Bình Dân - Lòng Nướng & Lòng Xào Nghệ -179 Lê Trọng Tấn,"179 Lê Trọng Tấn, P. Hoà Phát,Quận Cẩm Lệ,Đà Nẵng",7.5,"Quán ăn-Món Việt- Sinh viên, Gia đình, Giới văn phòng, Khách du lịch",15:00 - 22:00,15.000đ -25.000đ
Chè - Trà sữa & Ăn Vặt Nhà Tớ,"108 Văn Tiến Dũng, P. Hoà Xuân,Quận Cẩm Lệ,Đà Nẵng",10.0,Quán ăn,10:00 - 22:00,5.000đ -25.000đ
Phố Cổ Hà Nội - Nem Chua Rán Số 1 - Bắc Sơn,"12 Bắc Sơn, P. Hòa An,Quận Cẩm Lệ,Đà Nẵng",8.6,"Ăn vặt/vỉa hè-Hà Nội- Cặp đôi, Gia đình, Nhóm hội-Chi nhánh",17:30 - 22:00,6.000đ -119.000đ
IVO DELI - Burger - Pizza & Gelato,"K67/40 Lê Trọng Tấn, P. Hoà Phát,Quận Cẩm Lệ,Đà Nẵng",8.1,"Quán ăn-Mỹ,Ý- Sinh viên, Gia đình, Giới văn phòng-Chi nhánh",07:00 - 22:30,15.000đ -25.000đ
Trà Chanh San Hô - Trần Nam Trung,"40 Trần Nam Trung, P. Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng",5.0,"Café/Dessert,Quán ăn",06:00 - 22:00,10.000đ -50.000đ
Ivy Cake,"112 Bắc Sơn, P. Hòa An,Quận Cẩm Lệ,Đà Nẵng",7.0,"Shop Online-Món Việt,Món Hàn- Gia đình, Giới văn phòng",08:00 - 21:00,65.000đ -500.000đ
BÚN BÒ HUẾ AN CỰU - Nguyễn Phước Lan,"271 Nguyễn Phước Lan, P. Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng",6.3,"Quán ăn-Món Miền Trung- Sinh viên, Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng, Giới Manager, Khách du lịch, Trẻ em",06:00 - 22:00,
Thảo Vy - Chè Thái & Nước Ép,"68 Ông Ích Đường, P. Hòa Thọ Đông,Quận Cẩm Lệ,Đà Nẵng",8.0,"Ăn vặt/vỉa hè,Café/Dessert-Tây Nguyên- Sinh viên, Cặp đôi, Nhóm hội, Trẻ em",14:00 - 23:00,12.000đ -25.000đ
Xiem - Chè Thái Lan Cổ Truyền - Phan Đăng Lưu,"185 Phan Đăng Lưu, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",8.2,"Café/Dessert-Món Thái- Gia đình, Nhóm hội, Giới văn phòng-Chi nhánh",06:00 - 22:00,30.000đ -120.000đ
Pig Coffee - Lê Đại Hành,"102 Lê Đại Hành, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",8.5,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội",06:30 - 22:30,20.000đ -60.000đ
D'alat Hills - Đặc Sản Đà Lạt,"500/60/34 Tôn Đản, P. Hòa Phát,Quận Cẩm Lệ,Đà Nẵng",7.9,"Shop Online-Đà Lạt- Gia đình, Nhóm hội, Giới văn phòng",07:00 - 22:00,50.000đ -350.000đ
Cơm Gà Hồng Phát 2,"326 Lê Trọng Tấn, P. Hoà An,Quận Cẩm Lệ,Đà Nẵng",7.6,"Quán ăn-Món Miền Trung- Cặp đôi, Gia đình, Nhóm hội",10:00 - 21:00,15.000đ -150.000đ
Gà Rán Five Star - Phan Đăng Lưu,"234 Phan Đăng Lưu, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",8.8,"Quán ăn-Món Việt- Sinh viên, Cặp đôi, Gia đình, Giới văn phòng",10:00 - 22:00,10.000đ -100.000đ
Trà Sữa BB House,"204 Phạm Tứ, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",7.7,Café/Dessert-Món Việt,09:00 - 22:00,10.000đ -30.000đ
Chè Thái Biển Ngọc,"259 Cách Mạng Tháng 8, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",8.8,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Nhóm hội, Giới văn phòng",09:30 - 22:30,15.000đ -30.000đ
Cô My - Bánh Nậm & Bánh Lọc,"07 An Hòa 10,Quận Cẩm Lệ,Đà Nẵng",8.4,"Quán ăn-Món Việt- Cặp đôi, Gia đình, Nhóm hội",06:00 - 18:00,15.000đ -20.000đ
Đồng Tiến Bakery - Cách Mạng Tháng 8,"214 Cách Mạng Tháng 8, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",7.7,"Tiệm bánh-Món Việt- Sinh viên, Gia đình, Giới văn phòng-Chi nhánh",05:30 - 22:30,10.000đ -300.000đ
Lẩu Mắm Miền Tây - Thi Thi - 17 Thanh Lương 25,"17 Thanh Lương 25, P. Hoà Xuân,Quận Cẩm Lệ,Đà Nẵng",10.0,Quán ăn,09:00 - 21:00,
Bánh Xèo Quảng Ngãi - Tú Mỡ,"Tú Mỡ,Quận Cẩm Lệ,Đà Nẵng",8.4,"Ăn vặt/vỉa hè-Món Miền Trung- Sinh viên, Cặp đôi, Gia đình",17:00 - 22:00,5.000đ -10.000đ
Bánh Xèo Xia,"213 Lê Đại Hành,Quận Cẩm Lệ,Đà Nẵng",7.0,"Quán ăn-Món Miền Trung- Cặp đôi, Gia đình, Nhóm hội",10:00 - 22:00,20.000đ -50.000đ
Ăn Vặt 64 - Chân Gà Rút Xương - Đô Đốc Tuyết,"66 Đô Đốc Tuyết, P. Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng",7.5,"Ăn vặt/vỉa hè-Món Miền Trung- Sinh viên, Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng, Giới Manager, Khách du lịch, Trẻ em",07:00 - 22:00,
Sachi - Bò Kho - Cao Lầu & Mì Xíu,"27 Lương Định Của, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",10.0,"Quán ăn-Món Miền Trung- Cặp đôi, Gia đình, Nhóm hội-Chi nhánh",06:00 - 12:30,10.000đ -30.000đ
Linky Coffee & Milktea,"4 Bàu Gia Thượng 2, P. Hòa Thọ Đông,Quận Cẩm Lệ,Đà Nẵng",7.6,"Café/Dessert-Món Việt- Cặp đôi, Gia đình, Nhóm hội",07:00 - 21:00,15.000đ -30.000đ
Cháo Dinh Dưỡng - Soup Cua,"130 Văn Tiến Dũng,Quận Cẩm Lệ,Đà Nẵng",4.8,"Quán ăn-Món Việt- Gia đình, Trẻ em",06:00 - 20:00,10.000đ -15.000đ
Trà Sữa Fly Milk Tea,"20 Đô Đốc Lân, P. Hoà Xuân,Quận Cẩm Lệ,Đà Nẵng",10.0,"Café/Dessert,Shop Online-Món Việt- Cặp đôi, Gia đình, Nhóm hội",08:00 - 22:30,10.000đ -30.000đ
Tiệm Cafe Tròn,"301 - 303 Đường 29 Tháng 3, P. Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng",7.9,Café/Dessert,09:00 - 21:00,
Sinh Đôi Quán - Ăn Vặt & Drink,"304/24 Trường Chinh, P. Hòa An,Quận Cẩm Lệ,Đà Nẵng",9.6,"Shop Online-Món Việt- Gia đình, Giới văn phòng",07:00 - 22:00,17.000đ -35.000đ
Mì Quảng Bà Sương,"Bình Thái 2,Quận Cẩm Lệ,Đà Nẵng",8.0,Quán ăn,06:00 - 21:00,15.000đ -25.000đ
Bún Đậu Bếp Nhà - Tôn Đản,"428/29 Tôn Đản,Quận Cẩm Lệ,Đà Nẵng",9.5,Quán ăn,10:30 - 22:00,25.000đ -50.000đ
Bà Liên Quán - Bánh Xèo & Ram Bắp,"Thành Thái,Quận Cẩm Lệ,Đà Nẵng",7.2,"Quán ăn-Món Việt- Sinh viên, Cặp đôi, Gia đình, Nhóm hội",16:00 - 22:00,30.000đ -55.000đ
Thanh Hải 2 - Bê Thui,"Ngã Tư Đinh Liệt - Nguyễn Đình Tứ,Quận Cẩm Lệ,Đà Nẵng",7.3,"Quán ăn,Quán nhậu-Món Việt- Gia đình, Nhóm hội",09:00 - 22:30,40.000đ -200.000đ
Cháo Dinh Dưỡng Bé Bống 3,"51 Trần Ngọc Sương,Quận Cẩm Lệ,Đà Nẵng",7.3,"Quán ăn-Món Việt- Gia đình, Trẻ em",06:00 - 20:00,10.000đ -15.000đ
Bánh Chuối Chiên Cô Dung - Bánh Chuối Chiên Khoai Dừa & Bánh Tiêu - Đinh Gia Trinh,"22 Đinh Gia Trinh, P. Hoà Xuân,Quận Cẩm Lệ,Đà Nẵng",5.0,"Ăn vặt/vỉa hè-Món Miền Trung,Món Miền Nam",14:00 - 21:00,
Baby Farm - Khu Vui Chơi Trẻ Em,"80 Đô Đốc Lân,Quận Cẩm Lệ,Đà Nẵng",8.0,"Café/Dessert- Sinh viên, Cặp đôi, Gia đình, Trẻ em",07:00 - 21:00,35.000đ -40.000đ
Cháo Hến Bình Thái,"43 Bình Thái 1,Quận Cẩm Lệ,Đà Nẵng",4.6,"Ăn vặt/vỉa hè-Món Việt- Gia đình, Nhóm hội, Giới văn phòng",07:00 - 12:00,20.000đ -30.000đ
Xôi Na - Trần Huy Liệu,"10 Trần Huy Liệu, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",9.7,"Quán ăn-Món Việt- Sinh viên, Gia đình, Giới văn phòng",06:00 - 21:30,15.000đ -20.000đ
Heo Tộc 2 - Nướng Lu,"592 Nguyễn Hữu Thọ,Quận Cẩm Lệ,Đà Nẵng",9.2,"Quán nhậu-Món Việt- Gia đình, Nhóm hội, Giới văn phòng",09:00 - 22:30,40.000đ -200.000đ
Quán Liên - Bê Thui Nóng,"201 Cách Mạng Tháng 8,Quận Cẩm Lệ,Đà Nẵng",5.8,Quán ăn-Món Quảng- Gia đình,06:30 - 22:00,50.000đ -340.000đ
Xôi Gia Truyền,"62 Nguyễn Hữu Tiến, P. Hòa Thọ Đông,Quận Cẩm Lệ,Đà Nẵng",9.1,Shop Online-Món Việt,07:30 - 17:00,25.000đ -35.000đ
Tàu Hủ Đá Thanh Xuân,"41 Nguyễn Hàng, P. Hòa Thọ Đông,Quận Cẩm Lệ,Đà Nẵng",6.2,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Cặp đôi, Nhóm hội",09:00 - 21:00,10.000đ -30.000đ
Anh Quân Bakery - Nguyễn Đình Tứ,"82 Nguyễn Đình Tứ, P. Hoà An,Quận Cẩm Lệ,Đà Nẵng",8.4,"Tiệm bánh-Món Việt- Sinh viên, Cặp đôi, Gia đình-Chi nhánh",06:00 - 22:00,5.000đ -500.000đ
Pizza - Gà Rán GenZ - Bắc Sơn,"12 Bắc Sơn, P. Hoà An,Quận Cẩm Lệ,Đà Nẵng",8.6,"Ăn vặt/vỉa hè-Món Việt- Sinh viên, Nhóm hội, Giới văn phòng-Chi nhánh",17:00 - 22:00,50.000đ -100.000đ
Bánh Canh Vinh Thuý - Nguyễn Phong Sắc,"08 Nguyễn Phong Sắc, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",6.7,"Quán ăn-Món Việt- Sinh viên, Cặp đôi, Gia đình",10:00 - 21:00,15.000đ -20.000đ
Đặc Sản Gỏi Cá Má Sơn - Shop Online,"95 Nguyễn Huy Tưởng, P. Hòa An,Quận Cẩm Lệ,Đà Nẵng",8.1,"Shop Online-Món Việt- Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng",14:30 - 21:00,30.000đ -120.000đ
X-Zone Ăn Vặt & Mr Xám Coffee,"44 Thành Thái, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",9.0,"Café/Dessert-Món Việt- Cặp đôi, Gia đình",06:00 - 22:00,8.000đ -30.000đ
Green & Brown Coffee,"34 Nguyễn Công Triều, P. Hòa An,Quận Cẩm Lệ,Đà Nẵng",7.3,"Café/Dessert-Món Việt- Sinh viên, Cặp đôi, Nhóm hội",07:00 - 22:00,15.000đ -35.000đ
Bếp Đậu Đỏ - Bún Đậu Mắm Tôm & Ăn Vặt,"47 Trần Thủ Độ, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",10.0,"Ăn vặt/vỉa hè,Giao cơm văn phòng-Món Việt,Món Á,Đặc biệt,Món Âu- Sinh viên, Gia đình, Giới văn phòng, Trẻ em",10:00 - 22:00,15.000đ -30.000đ
Lươn Đồng Xứ Nghệ - Nguyễn Đình Tứ,"94 Nguyễn Đình Tứ, P. Hòa An,Quận Cẩm Lệ,Đà Nẵng",9.6,"Quán ăn-Món Việt- Gia đình, Nhóm hội, Giới văn phòng",05:00 - 22:00,25.000đ -45.000đ
Cơm Tấm Sài Gòn - Tôn Đản,"273 Tôn Đản,Quận Cẩm Lệ,Đà Nẵng",9.7,"Quán ăn-Món Việt- Sinh viên, Gia đình, Giới văn phòng, Giới Manager, Khách du lịch",10:00 - 14:00,20.000đ -25.000đ
Chef Lộc - Vịt Quay Lá Móc Mật Lạng Sơn,"47 Hồ Đắc Di, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",7.5,"Quán ăn-Món Bắc- Gia đình, Nhóm hội, Giới văn phòng",09:00 - 21:00,60.000đ -160.000đ
King Pizza - Burger & Gà Rán - 202 Lê Quảng Chí,"202 Đ. Lê Quảng Chí, P. Hoà Xuân,Quận Cẩm Lệ,Đà Nẵng",5.0,Quán ăn,09:00 - 22:00,
Cháo Lòng Bắc,"207 Lê Quảng Chí, P. Hoà Xuân,Quận Cẩm Lệ,Đà Nẵng",7.4,"Quán ăn-Món Việt- Gia đình, Nhóm hội, Giới văn phòng",06:30 - 21:30,20.000đ -130.000đ
Bánh Huế - Nam Ú,"187 Trần Kim Xuyến, P. Hoà Xuân,Quận Cẩm Lệ,Đà Nẵng",10.0,Quán ăn,14:30 - 19:30,5.000đ -20.000đ
Kem Cuộn Thái Lan - Khoai Tây Lốc Xoáy,"98 Văn Tiến Dũng,Quận Cẩm Lệ,Đà Nẵng",7.7,"Ăn vặt/vỉa hè-Món Việt,Món Thái- Sinh viên, Cặp đôi, Nhóm hội",09:00 - 21:00,5.000đ -20.000đ
Takoyaki Chú Sáu - Trần Lựu,"100 Trần Lựu, P. Hòa Xuân,Quận Cẩm Lệ,Đà Nẵng",6.6,"Ăn vặt/vỉa hè-Món Nhật- Cặp đôi, Gia đình, Nhóm hội",13:00 - 22:00,5.000đ -5.000đ
Đầu Bếp Gangnam,"46 Trịnh Đình Thảo, P. Khuê Trung,Quận Cẩm Lệ,Đà Nẵng",6.8,"Quán ăn-Món Việt- Cặp đôi, Gia đình",16:30 - 19:30,
Bánh Bèo - Nậm - Lọc Bà Vui,"262 Tôn Đản,Quận Cẩm Lệ,Đà Nẵng",6.5,"Quán ăn-Món Huế,Món Quảng- Sinh viên, Gia đình, Nhóm hội",06:45 - 16:30,2.000đ -20.000đ
